Index,Variant,"Region, subregion, country or area *",Notes,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,"Total Population, as of 1 January (thousands)","Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)","Median Age, as of 1 July (years)","Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Change (thousands),Population Growth Rate (percentage),Population Annual Doubling Time (years),Births (thousands),Births by women aged 15 to 19 (thousands),"Crude Birth Rate (births per 1,000 population)",Total Fertility Rate (live births per woman),Net Reproduction Rate (surviving daughters per woman),Mean Age Childbearing (years),Sex Ratio at Birth (males per 100 female births),Total Deaths (thousands),Male Deaths (thousands),Female Deaths (thousands),"Crude Death Rate (deaths per 1,000 population)","Life Expectancy at Birth, both sexes (years)",Male Life Expectancy at Birth (years),Female Life Expectancy at Birth (years),"Life Expectancy at Age 15, both sexes (years)",Male Life Expectancy at Age 15 (years),Female Life Expectancy at Age 15 (years),"Life Expectancy at Age 65, both sexes (years)",Male Life Expectancy at Age 65 (years),Female Life Expectancy at Age 65 (years),"Life Expectancy at Age 80, both sexes (years)",Male Life Expectancy at Age 80 (years),Female Life Expectancy at Age 80 (years),"Infant Deaths, under age 1 (thousands)","Infant Mortality Rate (infant deaths per 1,000 live births)",Live Births Surviving to Age 1 (thousands),"Under-Five Deaths, under age 5 (thousands)","Under-Five Mortality (deaths under age 5 per 1,000 live births)","Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)","Male Mortality before Age 40 (deaths under age 40 per 1,000 male live births)","Female Mortality before Age 40 (deaths under age 40 per 1,000 female live births)","Mortality before Age 60, both sexes (deaths under age 60 per 1,000 live births)","Male Mortality before Age 60 (deaths under age 60 per 1,000 male live births)","Female Mortality before Age 60 (deaths under age 60 per 1,000 female live births)","Mortality between Age 15 and 50, both sexes (deaths under age 50 per 1,000 alive at age 15)","Male Mortality between Age 15 and 50 (deaths under age 50 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 50 (deaths under age 50 per 1,000 females alive at age 15)","Mortality between Age 15 and 60, both sexes (deaths under age 60 per 1,000 alive at age 15)","Male Mortality between Age 15 and 60 (deaths under age 60 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 60 (deaths under age 60 per 1,000 females alive at age 15)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)"
9939,Estimates,Saudi Arabia,,682,SAU,SA,682.0,Country/Area,922,2020.0,36229.972,35997.107,20886.852,15110.254,16.745,138.23,29.247,559.559,15.325,-465.731,-1.294,...,665.93,16.378,18.238,2.465,1.182,30.9,105.1,106.371,68.316,38.054,2.913,76.239,74.966,77.992,61.892,60.614,63.654,16.246,15.067,17.556,6.983,6.399,7.734,3.967,5.965,662.503,4.732,7.152,23.688,24.208,23.111,110.08,116.25,96.229,38.05,39.294,35.932,102.219,108.383,88.311,-1025.295,-28.081
10011,Estimates,State of Palestine,13,275,PSE,PS,275.0,Country/Area,922,2020.0,4961.985,5019.401,2502.621,2516.78,833.788,99.437,19.035,127.205,25.311,114.833,2.288,30.295,144.74,11.656,28.8,3.57,1.699,28.738,105.1,17.535,9.66,7.875,3.489,74.403,72.164,76.683,60.803,58.641,62.993,15.164,13.649,16.592,6.442,5.635,7.033,2.039,14.091,142.87,2.37,16.371,36.489,40.562,32.335,122.262,146.418,98.553,41,47.283,34.973,105.364,128.515,82.815,-12.369,-2.461
10083,Estimates,Syrian Arab Republic,,760,SYR,SY,760.0,Country/Area,922,2020.0,20486.043,20772.595,10407.665,10364.931,113.073,100.412,20.382,303.095,14.68,573.105,2.759,25.123,406.127,48.827,19.67,2.798,1.32,29.379,105.2,103.032,59.612,43.42,4.99,72.14,68.888,75.555,59.062,55.923,62.338,14.769,13.121,16.307,6.341,5.411,7.044,7.329,18.147,399.455,8.924,22.484,60.891,79.319,41.32,161.184,207.946,113.887,65.938,90.616,40.413,138.191,183.774,92.475,270.006,13.077
10155,Estimates,Türkiye,,792,TUR,TR,792.0,Country/Area,922,2020.0,83811.681,84135.428,42182.973,41952.454,109.323,100.549,30.564,728.45,8.655,647.493,0.77,90.019,1265.256,55.073,15.033,1.917,0.923,28.972,105.2,536.806,298.282,238.524,6.378,75.85,72.772,79.061,61.621,58.562,64.806,15.645,13.571,17.495,6.619,5.291,7.511,10.287,8.102,1256.368,12.214,9.516,21.813,25.776,17.671,104.983,140.138,67.193,32.755,43.411,21.685,95.752,130.644,58.285,-80.952,-0.962
10227,Estimates,United Arab Emirates,,784,ARE,AE,784.0,Country/Area,922,2020.0,9247.55,9287.289,6475.368,2811.921,130.763,230.283,32.01,82.242,8.854,79.478,0.856,80.975,98.648,0.449,10.62,1.46,0.707,31.383,104.7,16.406,10.992,5.414,1.766,78.946,77.464,81.112,64.542,63.117,66.649,17.482,16.237,18.913,7.478,6.788,8.115,0.552,5.596,98.172,0.661,6.722,16.718,19.102,12.127,71.4,78.283,54.454,22.586,24.745,16.951,64.233,70.319,48.073,-2.762,-0.297
10299,Estimates,Yemen,,887,YEM,YE,887.0,Country/Area,922,2020.0,31927.129,32284.046,16320.979,15963.067,61.147,102.242,18.522,799.935,24.743,713.833,2.211,31.35,1010.361,95.767,31.252,3.886,1.739,29.866,105.9,210.426,120.082,90.344,6.509,64.65,61.636,67.885,54.157,51.283,57.213,12.582,11.534,13.503,5.226,4.771,5.547,46.316,45.895,972.08,60.009,59.757,126.6,155.394,95.886,273.839,329.125,214.452,115.877,152.282,77.025,221.904,277.098,163.202,-86.1,-2.663
10371,Estimates,EUROPE,,908,,,150.0,Region,1840,2020.0,746597.458,746225.356,360173.039,386052.318,33.793,93.296,41.501,-2180.542,-2.925,-744.203,-0.1,...,6938.739,200.508,9.308,1.473,0.709,30.143,105.6,9119.281,4616.139,4503.142,12.233,77.74,74.356,81.098,63.144,59.778,66.477,18.103,16.133,19.762,8.488,7.541,9.088,25.11,3.608,6917.242,30.613,4.335,27.867,37.781,17.596,115.069,156.347,73.247,50.986,71.118,30.406,110.333,151.392,68.797,1436.475,1.927
10443,Estimates,Eastern Europe,,923,,,151.0,Subregion,908,2020.0,293361.938,292833.368,137791.777,155041.592,16.221,88.874,39.792,-1385.959,-4.736,-1057.139,-0.361,...,2793.349,115.841,9.545,1.472,0.706,28.714,105.8,4179.308,2136.45,2042.858,14.281,73.023,68.364,77.638,58.483,53.837,63.077,15.544,12.847,17.535,7.369,6.135,7.954,11.704,4.176,2783.319,14.73,5.133,43.879,60.817,26.234,181.033,253.581,107.714,84.511,120.645,47.425,175.678,248.202,102.508,328.853,1.124
10515,Estimates,Belarus,,112,BLR,BY,112.0,Country/Area,923,2020.0,9661.044,9633.74,4445.014,5188.726,47.478,85.667,39.955,-68.186,-7.083,-54.607,-0.567,...,91.163,2.772,9.47,1.474,0.712,28.581,105.8,159.349,81.79,77.56,16.553,72.513,67.306,77.866,57.767,52.575,63.099,14.017,10.867,16.466,6.456,4.871,7.149,0.195,2.139,90.996,0.273,2.914,26.244,39.496,13.137,168.513,257.17,81.216,67.247,105.535,30.086,165.491,254.079,78.386,13.589,1.412
10587,Estimates,Bulgaria,,100,BGR,BG,100.0,Country/Area,923,2020.0,7020.235,6979.175,3385.278,3593.896,64.386,94.195,44.273,-72.217,-10.341,-82.121,-1.177,...,59.781,5.997,8.56,1.581,0.758,27.681,106,131.998,67.998,64,18.901,73.645,70.062,77.508,59.218,55.616,63.101,15.075,12.929,16.931,6.666,6.103,7.009,0.319,5.322,59.507,0.389,6.416,29.252,37.362,20.497,154.032,207.984,95.399,57.87,79.167,34.699,147.214,201.518,88.209,-9.902,-1.418
10659,Estimates,Czechia,,203,CZE,CZ,203.0,Country/Area,923,2020.0,10537.911,10530.953,5187.485,5343.468,136.406,97.081,42.247,-17.531,-1.665,-13.915,-0.132,...,107.036,2.298,10.167,1.706,0.826,30.103,105.1,124.567,63.816,60.751,11.832,78.575,75.628,81.541,63.866,60.933,66.815,17.441,15.371,19.26,7.638,6.683,8.238,0.264,2.457,106.811,0.323,2.98,16.762,21.899,11.267,83.773,110.476,55.347,31.04,41.373,19.954,80.26,106.768,52.054,3.621,0.344
10731,Estimates,Hungary,,348,HUN,HU,348.0,Country/Area,923,2020.0,9770.12,9750.573,4672.507,5078.065,107.705,92.014,42.457,-48.133,-4.938,-39.095,-0.401,...,92.544,5.265,9.496,1.567,0.756,29.726,105.8,140.677,68.518,72.159,14.434,75.73,72.319,79.027,61.087,57.708,64.344,16.208,14.035,17.896,7.492,6.648,7.919,0.315,3.398,92.274,0.372,4.011,19.964,25.922,13.624,126,169.125,82.147,40.119,53.316,26.259,121.754,164.514,78.36,9.042,0.928
10803,Estimates,Poland,,616,POL,PL,616.0,Country/Area,923,2020.0,38477.966,38428.366,18590.207,19838.16,125.503,93.709,40.532,-98.422,-2.561,-99.199,-0.258,...,372.99,8.561,9.705,1.453,0.7,29.638,105.9,471.412,246.625,224.786,12.266,76.942,72.98,80.985,62.325,58.357,66.372,17.08,14.557,19.211,8.023,6.818,8.715,1.346,3.628,371.829,1.568,4.202,23.668,33.365,13.552,113.783,161.771,63.725,45.642,67.684,22.624,109.248,157.318,59.127,-0.779,-0.02
10875,Estimates,Republic of Moldova,14,498,MDA,MD,498.0,Country/Area,923,2020.0,3095.024,3084.847,1465.475,1619.372,93.816,90.496,35.832,-6.071,-1.964,-20.354,-0.66,...,38.584,2.244,12.481,1.77,0.843,27.877,106.3,44.655,24.19,20.465,14.445,70.166,65.692,74.852,56.301,51.894,60.895,12.996,10.534,14.979,5.917,4.48,6.696,0.48,12.364,38.166,0.571,14.482,38.94,53.256,24.118,199.778,285.415,113.655,70.346,106.685,33.737,186.552,271.998,101.097,-14.278,-4.619
10947,Estimates,Romania,,642,ROU,RO,642.0,Country/Area,923,2020.0,19489.73,19442.038,9405.845,10036.193,84.503,93.719,41.636,-82.654,-4.25,-95.383,-0.491,...,199.088,18.438,10.238,1.746,0.842,28.11,105.4,281.742,150.44,131.302,14.488,75.346,71.502,79.366,60.93,57.107,64.923,15.571,13.107,17.709,7.218,6.265,7.788,1.109,5.555,198.135,1.382,6.847,20.815,26.622,14.702,120.904,171.864,67.602,36.703,52.699,19.937,113.914,164.649,60.933,-12.724,-0.654
11019,Estimates,Russian Federation,,643,RUS,RU,643.0,Country/Area,923,2020.0,145761.663,145617.329,67643.172,77974.156,8.892,86.751,38.601,-629.388,-4.328,-288.669,-0.198,...,1437.461,52.139,9.884,1.493,0.714,28.666,105.8,2066.849,1059.666,1007.183,14.212,71.342,66.172,76.387,56.786,51.631,61.805,15.188,12.178,17.235,7.654,6.16,8.278,5.581,3.862,1432.696,7.33,4.885,57.153,79.339,34.179,217.855,303.058,132.536,110.692,157.048,63.689,212.766,297.98,127.603,340.711,2.343
11091,Estimates,Slovakia,,703,SVK,SK,703.0,Country/Area,923,2020.0,5457.552,5456.681,2664.671,2792.01,111.286,95.439,40.222,-3.487,-0.64,-1.743,-0.032,...,55.73,3.361,10.216,1.568,0.756,28.796,105.3,59.217,30.454,28.763,10.856,77.005,73.595,80.36,62.541,59.151,65.867,16.907,14.681,18.706,7.652,6.729,8.143,0.273,4.878,55.496,0.337,5.952,22.655,29.929,14.946,107.661,145.959,67.716,38.87,53.602,23.21,101.278,139.321,61.653,1.746,0.32
11163,Estimates,Ukraine,15,804,UKR,UA,804.0,Country/Area,923,2020.0,44090.693,43909.666,20332.123,23577.544,75.795,86.235,40.511,-359.877,-8.197,-362.053,-0.825,...,338.972,14.766,7.72,1.217,0.582,28.033,106.5,698.849,342.956,355.893,15.917,72.573,67.586,77.371,58.122,53.14,62.905,15.223,12.413,17.144,6.724,5.561,7.249,1.823,5.346,337.411,2.182,6.282,43.957,61.854,25.141,185.136,266.616,104.715,87.172,127.729,45.795,178.753,260.366,98.357,-2.173,-0.049
11235,Estimates,Northern Europe,,924,,,154.0,Subregion,908,2020.0,105644.535,105830.515,52302.744,53527.771,64.604,97.711,39.718,25.577,0.242,371.96,0.351,...,1078.497,23.727,10.209,1.581,0.763,30.817,105.6,1052.92,528.85,524.07,9.967,80.663,78.511,82.814,66.014,63.887,68.135,19.537,18.159,20.805,8.966,8.193,9.551,3.486,3.215,1075.522,4.048,3.696,18.574,23.911,13.037,78.775,99.507,57.719,32.434,41.904,22.754,74.66,95.072,53.965,346.42,3.279
11307,Estimates,Denmark,16,208,DNK,DK,208.0,Country/Area,924,2020.0,5810.778,5825.641,2897.282,2928.36,137.417,98.939,41.218,6.652,1.145,29.726,0.51,135.911,61.396,0.315,10.56,1.699,0.82,31.399,105.8,54.744,27.973,26.771,9.415,81.545,79.582,83.502,66.886,64.974,68.787,19.755,18.328,21.088,9.083,8.173,9.782,0.193,3.145,61.231,0.214,3.496,14.065,17.84,10.13,61.772,76.21,46.897,22.18,28.224,15.991,57.736,71.523,43.572,23.076,3.969
11379,Estimates,Estonia,,233,EST,EE,233.0,Country/Area,924,2020.0,1329.086,1329.444,629.841,699.604,30.586,90.028,41.372,-2.278,-1.715,0.716,0.054,...,13.902,0.274,10.47,1.677,0.809,30.533,106.1,16.18,7.595,8.586,12.185,78.343,74.058,82.256,63.553,59.316,67.406,18.383,15.57,20.307,9.06,7.695,9.652,0.021,1.538,13.884,0.028,2.023,21.607,31.445,10.817,108.68,153.943,61.7,44.469,65.35,21.774,106.188,150.885,59.892,2.995,2.256
11451,Estimates,Faroe Islands,17,234,FRO,FO,234.0,Country/Area,924,2020.0,52.048,52.415,27.13,25.285,37.845,107.293,37.951,0.237,4.524,0.734,1.4,49.511,0.807,0.017,15.45,2.796,1.338,30.334,106.7,0.57,0.294,0.276,10.926,79.398,77.9,81.081,65.076,63.642,66.689,17.884,16.714,19.167,7.789,7.117,8.367,0.005,6.239,0.803,0.006,7.535,17.95,20.678,14.911,68.514,76.703,59.457,22.192,24.363,19.699,60.378,67.69,52.253,0.498,9.54
11523,Estimates,Finland,18,246,FIN,FI,246.0,Country/Area,924,2020.0,5525.215,5529.468,2731.017,2798.45,18.287,97.59,42.178,-8.967,-1.624,8.506,0.154,...,46.241,0.592,8.376,1.37,0.663,31.053,105.1,55.208,27.832,27.376,10,81.866,79.072,84.653,67.092,64.331,69.842,20.453,18.656,22.031,9.458,8.406,10.167,0.083,1.794,46.17,0.106,2.256,18.43,25.054,11.349,70.012,94.36,44.312,31.558,43.563,18.732,67.342,91.282,42.098,17.482,3.167
11595,Estimates,Guernsey,19,831,GGY,GG,831.0,Country/Area,924,2020.0,62.636,62.794,31.168,31.626,981.156,98.552,39.269,0.081,1.287,0.316,0.503,137.803,0.598,0.02,9.536,1.449,0.696,30.435,105.4,0.517,0.265,0.252,8.249,82.242,80.44,84.015,67.952,66.116,69.76,20.163,18.622,21.625,9.291,8.304,10.1,0.004,6.529,0.594,0.005,7.584,16.364,16.508,16.208,52.419,60.123,44.901,17.118,18.387,15.864,44.076,52.058,36.268,0.242,3.861
11667,Estimates,Iceland,,352,ISL,IS,352.0,Country/Area,924,2020.0,364.34,366.669,188.088,178.582,3.658,105.323,35.627,2.078,5.685,4.658,1.27,54.579,4.534,0.06,12.407,1.745,0.843,30.738,106.3,2.456,1.261,1.195,6.722,82.576,81.096,84.089,67.753,66.346,69.187,20.178,19.196,21.116,9.01,8.36,9.546,0.005,1.201,4.529,0.007,1.649,10.313,13.655,6.628,52.23,63.343,40.379,19.893,24.201,15.101,50.107,60.36,39.192,2.573,7.041
11739,Estimates,Ireland,,372,IRL,IE,372.0,Country/Area,924,2020.0,4925.074,4946.119,2450.316,2495.802,72.347,98.178,37.254,26.759,5.418,42.09,0.851,81.451,59.67,0.927,12.082,1.772,0.857,32.215,105.5,32.911,16.704,16.206,6.664,82.47,80.81,84.131,67.752,66.103,69.402,20.128,18.915,21.298,8.973,8.233,9.58,0.152,2.557,59.539,0.177,2.956,11.789,14.277,9.34,50.152,62.195,38.223,19.161,23.655,14.757,46.822,58.706,35.066,15.32,3.102
11811,Estimates,Isle of Man,19,833,IMN,IM,833.0,Country/Area,924,2020.0,83.998,84.046,41.63,42.415,146.933,98.15,45.105,-0.152,-1.809,0.095,0.113,...,0.722,0.037,8.605,1.569,0.748,29.398,105,0.874,0.449,0.425,10.414,80.588,78.672,82.536,66.908,65.024,68.818,20.254,18.961,21.499,9.562,8.714,10.25,0.008,10.826,0.715,0.01,13.701,35.161,40.501,29.709,82.822,98.043,67.339,34.082,41.27,26.91,67.376,82.1,52.461,0.235,2.8
11883,Estimates,Jersey,19,832,JEY,JE,832.0,Country/Area,924,2020.0,107.673,108.319,53.419,54.899,933.78,97.305,39.711,0.182,1.687,1.291,1.192,58.15,1.115,0.031,10.342,1.477,0.709,30.451,105.4,0.933,0.488,0.444,8.655,80.697,78.383,83.026,66.524,64.21,68.851,19.107,17.228,20.919,8.684,7.496,9.635,0.009,7.767,1.107,0.01,8.993,19.557,20.825,18.257,63.418,76.105,50.74,20.733,23.434,18.012,53.619,66.143,41.123,1.12,10.393
11955,Estimates,Latvia,,428,LVA,LV,428.0,Country/Area,924,2020.0,1907.244,1897.052,877.11,1019.942,30.486,85.996,43.411,-12.993,-6.837,-20.384,-1.075,...,17.545,0.493,9.231,1.575,0.754,29.962,106.7,30.538,14.074,16.464,16.068,75.453,71.04,79.538,60.841,56.411,64.939,16.538,13.734,18.468,8.038,6.861,8.538,0.057,3.241,17.496,0.073,4.071,26.842,36.83,16.133,141.385,200.564,82.808,57.323,83.079,30.79,136.792,196.189,78.022,-7.381,-3.884
12027,Estimates,Lithuania,,440,LTU,LT,440.0,Country/Area,924,2020.0,2835.9,2820.267,1321.199,1499.068,45.037,88.135,43.533,-18.633,-6.592,-31.267,-1.109,...,27.494,0.657,9.727,1.618,0.781,30.163,105.2,46.127,22.505,23.622,16.319,75.068,70.067,80.026,60.395,55.419,65.319,16.755,13.625,19.059,7.952,6.78,8.5,0.073,2.666,27.431,0.089,3.215,31.455,44.463,16.962,157.851,227.756,86.04,69.749,101.538,35.823,154.007,223.682,82.553,-12.625,-4.467
12099,Estimates,Norway,20,578,NOR,NO,578.0,Country/Area,924,2020.0,5367.955,5379.839,2713.119,2666.72,17.684,101.74,39.044,13.01,2.421,23.768,0.442,...,53.588,0.356,9.972,1.499,0.722,31.222,106.3,40.578,20.019,20.56,7.551,83.195,81.474,84.885,68.424,66.723,70.09,20.922,19.671,22.056,9.601,8.741,10.246,0.092,1.703,53.51,0.113,2.075,13.772,17.877,9.415,51.66,62.894,39.709,22.318,28.399,15.853,48.941,59.929,37.258,10.756,2.001
12171,Estimates,Sweden,,752,SWE,SE,752.0,Country/Area,924,2020.0,10321.414,10368.969,5219.047,5149.922,25.455,101.342,39.513,14.045,1.36,95.111,0.917,75.589,112.361,0.914,10.88,1.67,0.806,31.187,105.8,98.316,49.401,48.915,9.52,82.427,80.597,84.285,67.706,65.904,69.532,20.193,18.873,21.45,9.002,8.105,9.725,0.263,2.334,112.137,0.315,2.768,14.488,18.553,10.097,52.396,64.559,39.545,21.129,26.541,15.341,49.087,60.869,36.651,81.066,7.85
12243,Estimates,United Kingdom,21,826,GBR,GB,826.0,Country/Area,924,2020.0,66951.174,67059.474,33122.378,33937.096,276.259,97.599,39.45,5.537,0.083,216.6,0.323,...,678.528,19.034,10.136,1.561,0.753,30.572,105.5,672.991,340.009,332.982,10.053,80.434,78.432,82.448,65.823,63.845,67.809,19.475,18.201,20.676,8.966,8.259,9.528,2.519,3.686,676.382,2.898,4.184,19.707,25.041,14.237,82.944,102.818,62.992,34.513,43.704,25.246,78.4,97.964,58.798,211.063,3.153
12315,Estimates,Southern Europe,,925,,,39.0,Subregion,908,2020.0,152712.742,152503.691,74394.304,78109.386,117.042,95.244,44.366,-633.155,-4.154,-418.102,-0.274,...,1159.601,24.538,7.61,1.312,0.632,31.477,106.1,1792.756,900.733,892.023,11.764,81.167,78.568,83.738,66.503,63.921,69.054,19.414,17.558,21.113,8.861,7.895,9.565,3.45,2.966,1156.65,4.213,3.575,13.306,16.967,9.495,64.213,84.123,44.326,22.309,29.432,15.043,60.231,79.892,40.628,215.122,1.412
12387,Estimates,Albania,,8,ALB,AL,8.0,Country/Area,925,2020.0,2872.13,2866.849,1433.767,1433.082,104.637,100.048,36.904,-1.435,-0.5,-10.563,-0.368,...,29.535,1.393,10.285,1.4,0.663,28.861,107.8,30.97,18.095,12.876,10.785,76.989,74.632,79.676,62.899,60.555,65.569,16.575,15.175,18.185,6.856,6.094,7.68,0.26,8.825,29.309,0.29,9.855,27.92,32.823,22.702,96.391,125.606,67.118,37.713,49.347,26.079,85.399,114.508,56.31,-9.117,-3.175
12459,Estimates,Andorra,,20,AND,AD,20.0,Country/Area,925,2020.0,77.02,77.7,39.615,38.084,165.319,104.02,42.103,-0.108,-1.39,1.36,1.75,39.608,0.591,0.012,7.673,1.177,0.564,32.026,106.3,0.699,0.431,0.267,9.063,79.023,75.763,83.192,64.638,61.374,68.814,18.151,15.677,21.197,8.83,7.269,10.331,0.003,5.911,0.588,0.004,6.85,16.24,17.887,14.507,84.39,112.11,54.283,24.805,31.612,17.73,77.115,104.786,47.073,1.474,19.124
12531,Estimates,Bosnia and Herzegovina,,70,BIH,BA,70.0,Country/Area,925,2020.0,3340.974,3318.407,1632.854,1685.553,64.816,96.874,41.514,-18.267,-5.483,-45.133,-1.36,...,28.685,0.857,8.611,1.359,0.652,29.076,106.8,46.952,24.154,22.798,14.094,76.225,74.04,78.414,61.696,59.547,63.842,14.885,13.381,16.243,6.456,5.913,6.864,0.145,5.012,28.561,0.168,5.73,11.316,13.025,9.517,80.872,103.41,57.988,18.913,23.195,14.511,75.102,97.159,52.767,-26.857,-8.062
12603,Estimates,Croatia,,191,HRV,HR,191.0,Country/Area,925,2020.0,4114.639,4096.869,1993.655,2103.215,73.295,94.791,43.513,-23.948,-5.838,-35.539,-0.867,...,35.757,0.856,8.716,1.462,0.705,30.447,106,59.705,29.218,30.487,14.554,77.984,75.055,80.91,63.409,60.505,66.302,16.759,14.787,18.478,7.477,6.725,7.924,0.134,3.735,35.642,0.174,4.83,13.421,16.811,9.789,80.301,110.187,49.865,23.641,31.911,14.901,75.177,104.715,45.153,-11.592,-2.826
12675,Estimates,Gibraltar,19,292,GIB,GI,292.0,Country/Area,925,2020.0,32.703,32.709,16.337,16.372,3270.85,99.783,41.398,0.071,2.159,0.011,0.034,...,0.355,0.011,10.844,1.855,0.881,30.226,106.5,0.284,0.14,0.144,8.685,82.198,80.249,84.112,68.35,66.446,70.209,21.259,19.891,22.5,10.242,9.296,10.901,0.003,9.258,0.352,0.004,11.732,30.03,34.886,24.87,69.856,83.387,56.088,28.746,35.032,22.229,56.472,69.334,43.449,-0.058,-1.772
12747,Estimates,Greece,,300,GRC,GR,300.0,Country/Area,925,2020.0,10543.346,10512.232,5150.987,5361.245,80.356,96.078,44.351,-44.37,-4.217,-62.228,-0.592,...,81.073,2.211,7.706,1.362,0.655,31.562,106.4,125.443,70.464,54.979,11.923,80.909,78.382,83.539,66.29,63.791,68.887,19.516,18.024,21.026,8.932,8.106,9.76,0.289,3.554,80.826,0.337,4.1,16.205,21.629,10.519,72.544,98.352,47.517,26.664,36.511,16.66,68.07,93.517,43.464,-17.853,-1.697
12819,Estimates,Holy See,22,336,VAT,VA,336.0,Country/Area,925,2020.0,0.525,0.52,...,...,1181.818,...,...,...,...,-0.01,-1.923,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
12891,Estimates,Italy,,380,ITA,IT,380.0,Country/Area,925,2020.0,59639.898,59500.579,28987.916,30512.662,201.032,95.003,46.419,-306.66,-5.155,-278.639,-0.468,...,410.093,5.361,6.894,1.261,0.609,31.983,105.9,716.753,347.816,368.938,12.049,82.395,80.035,84.691,67.664,65.319,69.942,20.2,18.427,21.813,9.2,8.24,9.895,0.951,2.314,409.281,1.17,2.803,11.683,15.269,7.909,54.005,69.029,38.962,19.796,26.052,13.372,50.836,65.643,36.035,28.021,0.471
12963,Estimates,Kosovo (under UNSC res. 1244),23,412,XKX,XK,412.0,Country/Area,925,2020.0,1675.138,1670.698,833.04,837.658,153.205,99.449,30.06,6.168,3.676,-8.879,-0.531,...,18.763,0.639,11.181,1.529,0.732,29.966,106.9,12.595,6.88,5.714,7.505,76.567,73.99,79.268,62.165,59.609,64.841,15.624,13.817,17.411,6.857,6.011,7.545,0.118,6.305,18.661,0.139,7.336,17.312,20.333,14.079,88.039,114.389,62.689,27.273,34.96,19.89,80.806,106.861,55.825,-15.05,-8.968
13035,Estimates,Malta,,470,MLT,MT,470.0,Country/Area,925,2020.0,509.595,515.358,266.911,248.447,1636.057,107.432,38.981,0.672,1.316,11.526,2.237,30.986,4.509,0.119,8.841,1.171,0.563,30.66,106.7,3.837,2.171,1.666,7.525,83.355,80.614,86.222,68.723,65.924,71.656,20.712,18.315,23.08,10.058,8.199,11.565,0.015,3.263,4.496,0.018,4.003,8.301,8.849,7.591,41.188,52.35,28.844,11.219,14.474,7.428,36.866,48.614,23.879,10.854,21.284
13107,Estimates,Montenegro,,499,MNE,ME,499.0,Country/Area,925,2020.0,629.89,629.048,306.615,322.432,45.544,95.095,37.948,-0.359,-0.569,-1.685,-0.268,...,7.114,0.197,11.3,1.706,0.817,29.984,107.5,7.473,3.964,3.509,11.869,76.257,73.108,79.468,61.53,58.389,64.728,15.836,13.576,17.871,7.148,5.707,8.114,0.016,2.169,7.101,0.021,2.869,15.576,19.157,11.852,105.581,138.966,72.788,33.225,42.931,23.691,102.261,135.501,69.657,-1.326,-2.106
13179,Estimates,North Macedonia,,807,MKD,MK,807.0,Country/Area,925,2020.0,2114.024,2111.072,1052.884,1058.187,84.738,99.499,37.97,-5.425,-2.569,-5.905,-0.28,...,20.295,0.996,9.613,1.357,0.647,28.724,107.9,25.72,13.542,12.178,12.182,75.168,72.942,77.497,60.73,58.564,62.988,14.176,12.684,15.596,5.597,4.855,6.138,0.098,4.843,20.21,0.142,6.854,15.302,17.867,12.569,92.76,118.028,66.788,24.935,30.67,18.935,85.826,110.334,60.742,-0.486,-0.23
13251,Estimates,Portugal,,620,PRT,PT,620.0,Country/Area,925,2020.0,10298.399,10298.192,4859.873,5438.319,111.955,89.364,44.677,-40.939,-3.984,-0.415,-0.004,...,82.935,2.005,8.07,1.391,0.673,31.379,105.2,123.874,61.395,62.479,12.054,81.055,77.952,83.981,66.348,63.234,69.284,19.764,17.789,21.448,8.786,7.783,9.464,0.198,2.367,82.767,0.249,2.956,15.5,20.113,10.948,75.826,105.927,47.808,28.966,40.123,18.408,72.374,102.588,44.251,40.535,3.944
13323,Estimates,San Marino,,674,SMR,SM,674.0,Country/Area,925,2020.0,34.192,34.007,16.563,17.444,557.492,94.95,45.747,-0.23,-6.729,-0.37,-1.088,...,0.208,0.003,6.117,1.122,0.54,32.249,106.6,0.438,0.236,0.201,12.846,79.589,76.952,82.431,64.895,62.273,67.721,17.988,16.012,20.059,8.221,7.162,9.14,0.001,2.699,0.208,0.001,3.397,10.672,13.267,7.988,72.214,93.514,51.509,21.559,27.748,15.529,68.546,89.62,48.11,-0.138,-4.05
